dttl,swin,dwin,tcprtt,synack,ackdat
0.9921259842519685,1.0,1.0,0.10505386053013949,0.16908940316686966,0.049042842968103184
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.07878637044828543,0.09645018270401948,0.04771986593270934
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.07785727798044143,0.13938319123020707,0.03127745230014725
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.13808393629310217,0.15417490864799024,0.08899267657775896
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004460985495424303,0.001056272838002436,8.637270454004429e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10624054975441101,0.17482095006090131,0.048219844515087484
0.11417322834645668,1.0,1.0,0.0005420265083162161,0.0013135200974421436,9.409709275094255e-05
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.13253487283172624,0.1738874543239951,0.07608101057468745
0.9921259842519685,1.0,1.0,0.03678535347775746,0.015604384896467722,0.03288412504801409
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.08047416586279484,0.10822314250913519,0.04524455061967149
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.0498711345392976,0.029832886723507916,0.04145538709367084
0.9921259842519685,1.0,1.0,0.061289915757810745,0.04208331303288672,0.048994389987507554
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.04108265770086845,0.024136419001218025,0.0343082213472597
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06884809975434393,0.0867878197320341,0.040798111878634406
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004145697798755217,0.0009607795371498171,8.77771387602076e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06364115698509829,0.12286869671132765,0.022346655094128687
0.9921259842519685,1.0,1.0,0.03785263587222664,0.06293982947624847,0.016945201083380556
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.04665587085815944,0.07085018270401948,0.02331009696916073
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06316487131566201,0.06511084043848965,0.04265968943746089
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.14571524020226712,0.18385578562728377,0.08628633183550423
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0005695303286639449,0.0014031668696711328,9.058600720053424e-05
0.9921259842519685,1.0,1.0,0.07809206669072692,0.1560165651644336,0.02552980525412886
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00040584905635063207,0.0009276492082825822,9.058600720053424e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.0984220857019042,0.13278635809987818,0.05518162494443707
0.9921259842519685,1.0,1.0,0.05427442909448032,0.1159717417783191,0.01502674393863746
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00042329050340041136,0.0009763702801461632,9.12882243106159e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004608566970460897,0.001066017052375152,9.83103954114325e-05
0.9921259842519685,1.0,1.0,0.18746738113989245,0.24422898903775878,0.10823834091376702
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.05567108650823571,0.0683322777101096,0.03365445721777367
0.9921259842519685,1.0,1.0,0.03176557085185369,0.01838733252131547,0.026626668380076414
0.11417322834645668,1.0,1.0,0.00040719070612369205,0.0009646772228989037,7.8648316329146e-05
0.11417322834645668,1.0,1.0,0.0004494526739750802,0.0010523751522533494,9.12882243106159e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.0933660785321278,0.12357028014616321,0.05320979929932776
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.07875752497816464,0.15030060901339828,0.028286007411199375
0.9921259842519685,1.0,1.0,0.19947179248434627,0.2973797807551766,0.10165294885542121
0.9921259842519685,1.0,1.0,0.09524237573975214,0.18345237515225332,0.03359687541474698
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06672158486404392,0.12039171741778318,0.026463754010537466
0.9921259842519685,1.0,1.0,0.07491705250278057,0.09855298416565163,0.04291178537998021
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0003924325586200327,0.0009140073081607794,8.145718476947265e-05
0.11417322834645668,1.0,1.0,0.00044542772465590037,0.0010270401948842874,9.620374408118752e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00043670700113101075,0.0010250913520097442,8.77771387602076e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.11956581530044234,0.1860911084043849,0.05810776364214735
0.9921259842519685,1.0,1.0,0.15094767431720088,0.20796297198538366,0.08307719964243104
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0009592795877378577,0.001120584652862363,0.0006003956291198199
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.03531020955227805,0.010831668696711327,0.03305967932553451
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.15056932908119797,0.2823308160779537,0.05588454427162881
0.11417322834645668,1.0,1.0,0.0004004824572583923,0.000917904993909866,8.847935587028926e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10977848020597006,0.12829622411693056,0.06868736662263765
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06270468544350245,0.09032302070645554,0.03309338574681843
0.9921259842519685,1.0,1.0,0.11005754335876652,0.18285018270401948,0.049322325377915685
0.11417322834645668,1.0,1.0,0.0010344119750292143,0.0008341047503045066,0.0007822698606309701
0.9921259842519685,1.0,1.0,0.13777401519552532,0.21615980511571253,0.06633353486964393
0.9921259842519685,1.0,1.0,0.11316212093362725,0.1677485992691839,0.0580136665493964
0.9921259842519685,1.0,1.0,0.14867961537584307,0.23011741778319122,0.07272019948583662
0.11417322834645668,1.0,1.0,0.00038907843418738283,0.000894518879415347,8.496827031988096e-05
0.9921259842519685,1.0,1.0,0.1200347218961268,0.21543483556638246,0.04802533037559486
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.040937088700491446,0.061010475030450664,0.020869190294516875
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00043335287669836085,0.001032886723507917,8.145718476947265e-05
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.05282209321514293,0.04993909866017052,0.037299666236207576
0.11417322834645668,1.0,1.0,0.0009290924678440089,0.0023658952496954933,0.000120079125823964
0.9921259842519685,1.0,1.0,0.05069490749995639,0.07820316686967112,0.024888681032624305
0.11417322834645668,1.0,1.0,0.0004890313422803485,0.0011264311814859925,0.00010603478362233078
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00043335287669836085,0.0009939098660170524,9.550152697110586e-05
0.9921259842519685,1.0,1.0,0.058747489437862156,0.09954104750304506,0.025629520083760456
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.13592857593268137,0.16252180267965893,0.08372885712058682
0.9921259842519685,1.0,1.0,0.022784567270990447,0.037248233861144946,0.010429328518932825
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0008257854353183936,0.002120341047503045,0.00010041704674167749
0.9921259842519685,1.0,1.0,0.0665176540985388,0.07233130328867235,0.04356765616079648
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004253029780600013,0.0009802679658952496,9.199044142069757e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00044274442510978045,0.0010679658952496953,7.8648316329146e-05
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.000429998752265711,0.000984165651644336,9.550152697110586e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.08964165876211341,0.10919171741778319,0.054492047742336874
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.039339854645663586,0.02560779537149817,0.03195368737715589
0.9921259842519685,1.0,1.0,0.03855096457910434,0.01842436053593179,0.03371625232346086
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.03558860188018799,0.01449159561510353,0.032032335693485035
0.11417322834645668,1.0,1.0,0.00040651988123716206,0.0008964677222898903,0.00010252369807192247
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.08836574982793342,0.10641071863580998,0.05415849461504808
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.03735689628108099,0.014830694275274054,0.03376119421850609
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00043670700113101075,0.0010172959805115711,9.058600720053424e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.07711132070662009,0.08181632155907428,0.05123937808843863
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06571736000890854,0.07880730816077954,0.0403964436916677
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.15652625407358411,0.20645651644336174,0.08945965095596325
0.9921259842519685,1.0,1.0,0.055017032243868995,0.04361900121802679,0.04187461070838959
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004192655540812315,0.0009744214372716199,8.77771387602076e-05
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.09032455849660091,0.14791912302070642,0.04125244634885724
0.9921259842519685,1.0,1.0,0.12368535092862287,0.19634981729598047,0.05872360804768897
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.13321710174132725,0.22025237515225335,0.06008871810968771
0.11417322834645668,1.0,1.0,0.00039645750793921257,0.0009159561510353227,8.496827031988096e-05
0.11417322834645668,1.0,1.0,0.0006996703566507592,0.0017442143727161995,0.00010392813229208579
0.11417322834645668,1.0,1.0,0.0004595150472730297,0.001081607795371498,9.12882243106159e-05
0.9921259842519685,1.0,1.0,0.1187212467683011,0.14025627283800243,0.07373911651256512
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.041370441577189804,0.029349573690621193,0.03273104171801629
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.1250511503975979,0.14867137637028013,0.07733306368196306
0.9921259842519685,1.0,1.0,0.07416774110452659,0.11467186358099876,0.03631937115053358
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10087260901239818,0.1565797807551766,0.049173455350578384
0.9921259842519685,1.0,1.0,0.10206063988644276,0.1737023142509135,0.04424740232335553
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10655248332664745,0.167752496954933,0.05109331692954164
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.0645588454298713,0.0906056029232643,0.0349324923581223
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.12012125830648915,0.17685943970767354,0.062015601859751794
0.9921259842519685,1.0,1.0,0.14443463549388139,0.21128769792935442,0.07506139133084888
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10801957735348848,0.14135736906211935,0.06213989428823624
0.9921259842519685,1.0,1.0,0.05759232898325755,0.0756911084043849,0.0330140352133792
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.12489082324971724,0.1433432399512789,0.0790850953716168
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.19975823471089457,0.2256,0.1278168561599538
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.03524178541385199,0.013733495736906211,0.031942451903394585
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.09625263801886627,0.13026065773447015,0.05382072818509881
0.9921259842519685,1.0,1.0,0.14991527481683126,0.17626894031668697,0.09341664437127342
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00039109090884697275,0.0009062119366626066,8.286161898963596e-05
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.000475614844549749,0.0010582216808769792,0.00011656804027355569
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00045750257261343983,0.0010504263093788061,0.00010041704674167749
0.9921259842519685,1.0,1.0,0.09033395004501235,0.18534665042630935,0.02777619778928009
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0005587971304794653,0.0013369062119366623,0.00010322591518200413
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.05531353684371524,0.13502752740560292,0.009248199339775472
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.05178902288988678,0.031011936662606574,0.04303818445979491
0.11417322834645668,1.0,1.0,0.0004206072038542914,0.0009822168087697928,8.637270454004429e-05
0.9921259842519685,1.0,1.0,0.07424488596647753,0.10783922046285017,0.03886209930613927
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0008620099791910119,0.0021612667478684527,0.0001235902113743723
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10519607540608385,0.14886626065773445,0.056478619946757895
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.04085055229012908,0.0313510353227771,0.03146564648564914
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.036817553072310896,0.06211546894031668,0.016158717920089095
0.11417322834645668,1.0,1.0,0.00039914080748533243,0.0009315468940316687,8.21594018795543e-05
0.11417322834645668,1.0,1.0,0.0004467693744289603,0.0010270401948842874,9.760817830135083e-05
0.9921259842519685,1.0,1.0,0.16886741951107598,0.2547936662606577,0.08496124814878013
0.9921259842519685,1.0,1.0,0.03581064491762941,0.014033617539585869,0.03242979057779126
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.04092970962673961,0.026897929354445797,0.033153074201175366
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.034963393085942054,0.013211205846528623,0.03183922598821258
0.9921259842519685,1.0,1.0,0.14682210126504155,0.17106358099878194,0.092054343177715
0.9921259842519685,1.0,1.0,0.06375922216512757,0.054548112058465284,0.04708787053363585
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004004824572583923,0.0009451887941534713,7.8648316329146e-05
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.135416736544259,0.19325700365408038,0.07211839942249665
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.13854143886571563,0.21069719853836782,0.06910518580313624
0.11417322834645668,1.0,1.0,0.00043335287669836085,0.0010056029232643118,9.12882243106159e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004192655540812315,0.0009354445797807551,0.00010182148096184082
0.9921259842519685,1.0,1.0,0.10715890902407053,0.13455590742996343,0.06368968745018647
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00046286917170567954,0.0010699147381242387,9.901261252151417e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.08155553557988116,0.11661680876979293,0.04335207550800141
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.06884139150547863,0.06391619975639463,0.04903230971145196
0.9921259842519685,1.0,1.0,0.10348278864588631,0.14417734470158344,0.05637469181446581
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.13501558326211408,0.15896516443361752,0.08405468585966472
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0005178768124011372,0.0010172959805115711,0.0001755542775204152
0.9921259842519685,1.0,1.0,0.09216328951057959,0.1492092570036541,0.042712355720717014
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.05412215184523801,0.05496126674786845,0.03685094950286539
0.9921259842519685,1.0,1.0,0.09539129886456178,0.163020706455542,0.04111481179528124
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.09729040411832814,0.14350694275274054,0.050134088357170085
0.11417322834645668,1.0,1.0,0.00038438265998167305,0.0008906211936662606,8.145718476947265e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.03846576981851504,0.015288672350791715,0.03475693808060188
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004407319504501906,0.0010153471376370279,9.550152697110586e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.036351329776172565,0.015501096224116927,0.03246700808462558
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.00045683174772690984,0.0010855054811205846,8.707492165012594e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.16530131441428267,0.24042874543239948,0.08640430430999795
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.10341704780700635,0.1090572472594397,0.06896052907845941
0.11417322834645668,1.0,1.0,0.00045683174772690984,0.0010679658952496953,9.33948756408609e-05
0.9921259842519685,1.0,1.0,0.1193142559679936,0.1486109622411693,0.07134947168695722
0.9921259842519685,1.0,1.0,0.14829925766518054,0.20054567600487208,0.08297748481279944
0.11417322834645668,0.0,0.0,0.0,0.0,0.0
0.11417322834645668,1.0,1.0,0.0004004824572583923,0.0009276492082825822,8.496827031988096e-05
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.08132275934425526,0.09115322777101095,0.05228357493113005
0.0,0.0,0.0,0.0,0.0,0.0
0.9921259842519685,1.0,1.0,0.118193307582602,0.24269719853836783,0.03627442925548835
0.9921259842519685,1.0,1.0,0.11843815866618546,0.15790889159561508,0.06708209830899098
0.11417322834645668,1.0,1.0,0.0004259738029465312,0.000999756394640682,8.567048742996261e-05
0.9921259842519685,1.0,1.0,0.09316550189105535,0.11050523751522533,0.0577074998894008
